Category,CounterSpeech,commentText,date,hasReplies,id,likes,numberOfReplies,timestamp,user,Community,replies
9,True,"IS SHE EXAMPLE OF VIRGIN MARY  ? LOOK JUST HOW IS SHE DRESED OR NOT 
FIRST THING WHICH IS ON MY MIND IS CONECTION TO SEX NOT CONECTION TO GOD",7 years ago,0.0,UgwFV9ifR68hixwnsZF4AaABAg,0,0.0,2010-12-05 09:14:07.618,MORFIUS004,jews,[]
9,True,Throw the whole girl away! She don't get it!,2 months ago,0.0,UgwjwYwjri00nXJoOex4AaABAg,0,0.0,2017-10-08 04:48:13.008,Tessla Wilson,black,[]
Default,False,Why you putting race in this that was protocol for the police to detain all involved to find out the truth use are f**** race-baiters,1 week ago,0.0,UgwV_BPaoD9Dmj8Xg054AaABAg,0,0.0,2017-12-06 05:29:37.146,Timothy Speicher,black,[]
Default,False,I don't find this offensive but I'm uncomfortable watching this near my white friend,1 week ago,0.0,UgzcpPoA8x41eh9kNIx4AaABAg,0,0.0,2017-12-01 04:47:09.229,Khaos-Steroid,black,[]
2,True,Wait...his literally against Jesus. He is literally preaching against Jesus...wow. This is what people of my faith have become b,2 years ago,0.0,UghwVK4wTfTAg3gCoAEC,0,0.0,2015-12-05 04:45:46.303,TheArbiterOfTruth,lgbt,[]
Default,False,He stood his ground against this guy who is just looking to keep his ratings,1 month ago,0.0,UgwYHrnolHxFvpaFP_B4AaABAg,0,0.0,2017-11-05 04:41:00.261,Devin Rogers,lgbt,[]
4,True,could everyone just shut up?  I'm gay and I'm a Christian. and I will go to hell. so what. Im gonna make the best out of my life. I only have one life.,6 months ago,0.0,UgiCq69cA3AvtngCoAEC,0,0.0,2017-06-05 04:41:41.981,billies21guns ',lgbt,[]
Default,False,"at 6 mins.. ""appearently this man has some DISTURBING oppinions""..... WHAT?? this show is fucking jewish shit itself.. ROFL.",4 years ago,0.0,UgiwbJfIgItEVHgCoAEC,0,0.0,2014-01-05 16:27:45.261,JORGINSON,jews,[]
"3,9",True,"WWYD scenarios wouldn't want me in these hidden camera scenarios, because I would have bitch slapped the guy even though he's a actor.",3 months ago,0.0,UgwQagPl42b6L0Picd14AaABAg,0,0.0,2017-10-05 16:22:44.626,kc 3182x,jews,[]
4,True,Being black is hell on Earth,5 days ago,0.0,Ugxr5EaV-rtwZxaazex4AaABAg,0,0.0,2017-12-08 05:29:36.175,Harsh Mohan,black,[]
Default,False,"Hasan Piker, why did you claim that Moise was arrested, when he was only detained?  Detention is normal procedure in an instance like this.  As Moise was released, this story explores no real issue at all.",2 months ago,0.0,Ugz05BuUwQTUmEilEKN4AaABAg,0,0.0,2017-10-13 05:30:06.401,Bickle's the Bomb! 龍大海,black,[]
7,True,turd snifters? turd eaters? I am the toilet flusher? Best comedian ever!,1 year ago,0.0,UgiS6kmjv-2nUHgCoAEC,0,0.0,2016-12-05 04:47:06.748,Jason Voorhees,lgbt,[]
Default,False,"@angelicvoice2012 
when jews had many prophets among them, they killed most of them. if i kill your childrens one by one, what would you do? what happened to the people of Noah, Lot and the others? they were cursed and destroyed by god! know the fact bro. we dont curse but invite to the truth.",5 years ago,0.0,UgxC5x32IfP87JOmqFJ4AaABAg,0,0.0,2012-12-05 09:17:08.852,syed elahi,jews,[]
Default,False,"I CHALLENGE you to show me where in the Qur'an it says to worship any other but the ONE creator, and if you cannot, I pray that the ONE creator will curse you for your lie against him.",5 years ago,0.0,UgyBS5GjAja4O500a5t4AaABAg,0,0.0,2012-12-05 09:16:43.588,ghs224,jews,[]
8,True,I think religion is a bad thing. But that doesn't mean everyone who practices it is part of a crazy global agenda.Most of them are pretty nice.,3 years ago,0.0,Ugi9nIDY1TzNxHgCoAEC,0,0.0,2015-01-05 16:27:10.087,TheShockmaster,jews,[]
8,True,Im in School right now and Im crying,2 months ago,0.0,Ugx5XdbR_Mv7-AH_0Gl4AaABAg,0,0.0,2017-10-08 04:46:11.182,Linda Halim,black,[]
9,True,That racist clerk is it actor that was his character a Hitler's little boy,9 months ago,0.0,UghelN2KIEJ60XgCoAEC,0,0.0,2017-04-05 16:23:21.280,daniel cardenas,jews,[]
5,True,MUSLIMS HATE JEWS BECAUSE OF THEIR CONFLICT WITH ISRAEL. ISRAEL as a nation WAS NOT EXISTING AT THE TIME OF ISLAM/QURAN. ITS NOT THE ALLAH that cursed jews. IT IS THE PERSON WHO HAS WRITTEN THE BOOKS or  MODIFIED QURAN...  GOD/ALLAH is merciful why should he hate such a mass group of jews?. Dr. ZAKIR IS SPREADING HATRED IN THE NAME OF ALLAH.,3 years ago,0.0,UggnjgAK9lLp0ngCoAEC,0,0.0,2014-12-05 09:14:47.807,drs drs,jews,[]
Default,False,No he wasn't you properly missed up and probably you didn't read about him,4 years ago,0.0,UgxX1lyxoWAlQSatr9t4AaABAg,0,0.0,2013-12-05 09:12:52.282,Alawi boss,jews,[]
9,True,"'I believe.'  'I think.'  Who the fuck cares about what you believe or think?  Your feelings about it don't make a bit of fuckin' difference, you narcissistic prick.",1 year ago,0.0,Ugh1CEXEuC7oGHgCoAEC,0,0.0,2016-12-05 04:42:17.852,Jack Jack,lgbt,[]
9,True,Latoya is like the white girl of the black people,1 month ago,0.0,Ugyh6FnDJs-GthRRH3B4AaABAg,0,0.0,2017-11-08 04:48:04.327,Aryan Curry in a Hurry Gotur,black,[]
Default,False,"I'm sorry we highlight the worse things in an honorable field of work here's some statistics.
43 percent shot were white 
23 percent shot were black
17 percent shot were Hispanic 
3 percent shot were of other qualification 
13 percent were unknown  
Not enough for you? 
Around 82 percent of blacks were armed with a gun or knife (this also includes the nine blacks with a vehicle, but does not include a toy weapon, other, or unknown.). While only 6 percent of blacks shot were unarmed. The whites had 83 percent armed, mind you this is an increase over Blacks, but out of the whites shot 19 percent were unarmed. 
There's some statistics I've calculated accordingly to the Washington post website. 
Would you like to go back to the way cops used to be? 
Back when all they had was a baton and revolver? 
Or would you rather stay like this where they have many nonlethal options? 
Or disband cops completely? Go ahead disband the cops. Let's see how you like to get robbed, murdered, raped, and assaulted without anyone there to protect you. 
Disarm the cops? Fine let's just go ahead and send out the men and women protecting you to fight criminals armed with guns and bullets, let's see that number of cops die per year rise. The ones who make it their life to protect their people. Let's take the few crooked ones and make them the stars of a truly honorable profession.",4 months ago,0.0,UgiAY-NpV3jHPXgCoAEC,0,0.0,2017-08-08 04:46:35.454,Deathknigh,black,[]
Default,False,"Here are a few excerpts from the sick and twisted Jewish Talmud. The Talmud is Judaism's holiest book. Its Authority takes precedence over the Old Testament in Judaism.
Libbre David 37:
""To communicate anything to a Gentile ( a non Jew) about our religious relations would be equal to the killing of all Jews, for if the Gentile knew what we teach about them, they would kill us openly"".
Baba Mezia 24 A.
""If a Jew finds an object lost by a Gentile it does have to be returned""
(Confirmed in Baba Kamma 113B also)
Sanhedrin 57A
""When a Jew murders a gentile, there will be no death penalty; What a Jew steals from a gentile he may keep.""
Schulchan Aruch, Choszen Hamiszpat 348
""All Property of other nations belongs to the Jewish nation, which, consequently, is entitled to seize upon it without any scruples.""
Tosefta, Abda Zara VIII, 5
""A Gentile is forbidden to steal, rob, or take women slaves, etc, from a gentile or from a Jew. But A Jew is NOT forbidden to do all this to a Gentile""
Schulchan Aruch, Choszen Hamiszpat 156
""For the property of a Gentile, according to our law, belongs to no one, and the first Jew that passes has full right to seize it.""
(Remember how they steal, and continue to steal Palestinian land?)
(Remember how they robbed the banks of America?)
Yebamoth 98A
""All Gentile children are animals""
Abodah Zarah 36B
""Gentile girls are in a state of filth from birth.""
Sanhedrin 57A
""A Jew need not pay a Gentile the wages owed him for work""
Seph. Jp, 92, 1
""God has given the Jews power over the possessions and blood of ALL nations""
Midrasch Talpioth, P225-L
""Jehovah created the non Jew in human form so that the Jew would not have to be served by beasts. The non Jew is an animal in human form, and commanded to serve the Jew day and night.""
Hadarine, 20B
""A Jew may do to a non Jewess what he can do. he may treat her as he treats a peice of meat
Baba Kamma 113A
""Jews may use lies to circumvent a Gentile""
Sanhedrin 58B
""If a Gentile even hits a Jew the Gentile must be killed""
Tosapoth, Jebamoth 94B
""If you eat with a Gentile, it is the same as eating with a dog""
Sanhedrin 59A
""Murdering Gentiles is like killing a wild animal""
Abodah Zara 26B
""Even the best of Gentiles should be killed""
Hilkkoth Akum X1
""Do not save Gentiles in danger of death""
Abodah Zara, 4B
""A Gentile you may kill outright with your own hands.""
""Show no mercy to the Gentiles""
Bammidber Raba C21
""Every Jew, who spills the blood of the non Jews, is doing the same as making a sacrifice to God""
Sanhedrin 55B
""A Jew may have sex with a three year old girl and she will regain her virginity""
Sanhedrin 54B
""A Jew may have sex with a child as long as the child is LESS than nine years old.""
Kethuboth 11B
""When a grown man has intercourse with a little girl it is nothing""
No wonder these sick and evil savages have been kicked out of 109 countries in the last 250 or so years. No wonder people try and wipe them off the face of the Earth.",2 years ago,1.0,Ugi6rZEx0tSzpHgCoAEC,1,2.0,2016-01-05 16:26:53.375,thrashguitarist05,jews,[]
7,True,This guy is very gay.,6 months ago,0.0,UghreKJ_Roe6Z3gCoAEC,0,0.0,2017-06-05 04:47:18.702,Nick Gagnon,lgbt,[]
9,True,"POWERFUL ""WHITE POLICE OFFICER  INCREDIBLE PURE EVIL DISTURBING HORRIBLE DEVIL ABSOLUTELY RIGHT. ●CASTANO BROWN FAMILY BLACK WAKE-UP 💜DAPHNE COTTON.",5 months ago,0.0,UggOWu4n3tTO-ngCoAEC,0,0.0,2017-07-08 04:46:47.762,Daphne Rodriguez,black,[]
Default,False,@ezcape08  we do believe in esaah aka jesus but we dont believe that hes son of god,6 years ago,0.0,Ugz58y4O4SCrXiDpvOV4AaABAg,0,0.0,2011-12-05 09:17:33.635,NadLife,jews,[]
9,True,fool read the quran without SATAN MIND,6 years ago,0.0,UgxIoJfRTqNqslO1Y0N4AaABAg,0,0.0,2011-12-05 09:17:22.744,Maneesh Cherukad,jews,[]
"4,8",True,"I'm Jewish 
And I'm really glad there some people that stand up for us
And I have no problems with Muslims 
We're all brothers and sisters",1 year ago,1.0,UggVWLjmMuAYpngCoAEC,42,9.0,2017-01-05 16:24:08.316,Yuval Misrachi,jews,[]
2,True,If bribery in Islam is not allowed then why was Naik convicted of paying people to convert to Islam. Even Mohamed used to bribe enemies he wanted to convert..,6 months ago,0.0,UghHOtykHCLoRngCoAEC,0,0.0,2017-06-05 09:12:59.391,Guy Kendal,jews,[]
9,True,"There is no doubt in my mind that Kirk Cameron has had gay sex, and wishes he could openly be part of a gay relationship. His over-the-top involvement in the anti-gay crusade is very suspicious. What does he care?",2 years ago,1.0,UgjC0XoMMeaIFngCoAEC,2,3.0,2015-12-05 04:45:29.818,polkadotbox1,lgbt,[]
Default,False,god i hate butch women theyre a discrace to humanity,4 years ago,0.0,UgzEfiJHXA9S1zMLLKN4AaABAg,0,0.0,2013-12-05 04:47:47.496,MrFuturedance,lgbt,[]
"1,9",True,"Ok, let us call him what he is. Crazed! At 17, he understood the Bible? Any and all theologians would state that even after a lifetime of study, no one could ever incorporate and understand the Bible, entire. However, this 'zealot' knew it all when he was still a kid? Yeah, he is crazed. He may call himself what he will, 'zealot'…but he is still insane. Once again, he is plucking one Mitzvot out of the Old Testament and the couple of passages out of the NT, out of the Letters of Paul….yo justify his rage. His hate. It i also said that a woman who marries and is not a virgin should die. With that said, the mother of Jesus, the most venerated woman in the New Testament and the Quran, should have been stoned before she even gave birth. The hypocricy reigns supreme in whatever Baptist church this person, begging your pardon for even calling him a person..preaches in. in Tempe, AZ. Yeah, there are about 200+ reasons why one should be executed for in the OT yet this man, like so many, only chooses the one he happens to agree with and lets all the others slide, From the virginity clause to the prideful clause to the menstrual clause to the 'what and what not to eat', clause. It is all a hoax and a house of cards that in one very gentle blow or puff, could be and will be taken down in 100x the speed that it took to construct it. What a yutz.",2 years ago,0.0,UghXi7pGeT1LS3gCoAEC,0,0.0,2015-12-05 04:47:51.135,sarmadasco,lgbt,[]
5,True,Its ok people! We need these fucking nut cases as you can see by the dislikes that he is building and helping the human race to realize that all this religion stuff is crap and soon with the help of this hateful bigot and the millions like him in the church will be all gone and the human race can move forward without bronze age bullshit!,4 years ago,0.0,UgyrCqHCnSaMM93geCd4AaABAg,0,0.0,2013-12-05 04:47:50.754,doctorbuckner,lgbt,[]
Default,False,Lol yes pastor A! Preach the truth whether they like it or not.,3 weeks ago,1.0,UgwhyA2ElL43gCVBN5Z4AaABAg,0,2.0,2017-11-14 04:46:56.356,Lui Duarte,lgbt,[]
1,True,The two words slavery and Canadian don’t belong in the same sentence shyt their might be still to this day Canadians that still don’t know that slavery happened In America for all we know,2 weeks ago,0.0,UgxYjr40lM180xydmvB4AaABAg,0,0.0,2017-11-24 04:47:18.990,scarsinizm,black,[]
9,True,"That frugging old anti semetic guy is a real DUROK.... and i say this to him: ""blet te! Te bolshoy suka malchik""",2 months ago,0.0,UgzeTZP5UdBBiuD_W8t4AaABAg,0,0.0,2017-11-05 16:22:41.671,better films,jews,[]
Default,False,"Am sorry but the first compilation and written form of the Quran was made by the scribe Zayd bin Thabit; a literate man who was with last messenger of God; Prophet Muhammad(pbuh) when he made the whole recitation of the Quran; twice.
He was a haafiz (memoriser of the whole Quran) as well and before doing the compilation; some steps were followed like:-",7 years ago,0.0,UgxAJTM1VhKIM7ze9R94AaABAg,0,0.0,2010-12-05 09:17:41.665,noorzabeen,jews,[]
Default,False,"Bottom line is Jews hate Jesus and Christians and just like the Muslims they are anti-Christ...except Jews through the Scofield bible have convinced Christians to support Israel...but Israel doesn't support Christians as a matter of fact if a Christian wanted to migrate to Israel they would have to denounce Christ and convert to Judaism before moving there. This girl is being investigated for hate crimes against a group of people that hate us all and have no belief in absolute truth as taught in the bible...just like Jesus said about them, they are children of the Devil...and the media has brainwashed you into supporting them...just like they have brainwashed you into supporting homosexuality and Islam and illegal immigration...all these things lead to your destruction yet you have been convinced to fully support and even fight for your own oppression.",1 year ago,0.0,UghCzmcdDDz-xHgCoAEC,1,0.0,2017-01-05 16:23:31.708,shawn stephens,jews,[]
Default,False,"if u read histroy of judizim you will understand why jewish cursed
in mny time becoz they should learn from their mistakeer 
every time they punished look back from time  noah bpuh , latate in time moses , in time faroa in time Nazi germany , next God knows what happen for these poeple this is the time to learn from there Mistakes",5 years ago,0.0,UgwTr-f3Hn2oQZwKNEx4AaABAg,0,0.0,2012-12-05 09:17:07.804,Qais840,jews,[]
